from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246108924610913+1861232+0,246108924610913+1860727+0,1,
124,124,,,246100624610063+1861233+0,246100624610063+1860728+0,1,
124,124,,,246103224610401+1861234+0,246103924610401+1860729+0,1,
124,124,,,246108924610912+1861238+0,246108924610912+1860731+0,1,
124,124,,,246109524611751+1861238+0,246109524611751+1860731+0,1,
124,124,,,246101524611765+1861246+0,246105024611765+1860742+0,1,
124,124,,,246106724610844+1861247+0,246106724610844+1860740+0,1,
124,124,,,246109524611751+1861247+0,246109524611751+1860740+0,1,
124,124,,,246109524611752+1861247+0,246109524611752+1860740+0,1,
124,124,,,246103924610412+1861249+0,246103924610402+1860743+0,1,
124,124,,,246103924610413+1861249+0,246104124610413+1860744+0,1,
124,124,,,246100124610015+1861263+0,246100124610015+1860763+0,1,
124,124,,,246104624610562+1861264+0,246104624610562+1860764+0,1,
124,124,,,246109524611751+1861264+0,246109524611751+1860764+0,1,
124,124,,,246109524611753+1861264+0,246109524611753+1860764+0,1,
124,124,,,246103224610343+1861267+0,246103224610413+1860766+0,1,
124,124,,,246108924610912+1861295+0,246108924610912+1860800+0,1,
124,124,,,246103924610402+1861297+0,246103224610412+1860802+0,1,
124,124,,,246106724610844+1861300+0,246106724610844+1860804+0,1,
124,124,,,246109524611751+1861300+0,246109524611751+1860804+0,1,
124,124,,,246103224610413+1861302+0,246104124610413+1860809+0,1,
124,124,,,246100424610052+1861310+1,246100424610052+1860869+1,1,
124,124,,,246101124610284+1861310+1,246101124610284+1860869+1,1,
124,124,,,246104624610564+1861310+1,246104624610564+1860869+1,1,
124,124,,,246106124610632+1861310+1,246106124610632+1860869+1,1,
124,124,,,246106724610841+1861310+1,246106724610841+1860869+1,1,
124,124,,,246103224610412+1861312+1,246103224610342+1860872+1,1,
124,124,,,246105024611765+1873991+1,246105024611765+1860582+0,1,
124,124,,,246100724610074+1865096+0,246100724610074+1869982+0,1,
124,124,,,246101024610107+1870103+0,246101024610457+1869510+0,1,
124,124,,,246102424610527+1870103+0,246101024610457+1869510+0,1,
124,124,,,246106024610656+1870106+0,246106024610656+1869511+0,1,
124,124,,,246108824610931+1870106+0,246108824610931+1869511+0,1,
124,124,,,246103724610446+1870107+0,246103724610446+1869512+0,1,
124,124,,,246105924610597+1870108+0,246105924610597+1869514+0,1,
124,124,,,246100224610026+1870120+0,246100224610026+1869523+0,1,
124,124,,,246100924610096+1870124+0,246100924610306+1869527+0,1,
124,124,,,246102324610306+1870124+0,246100924610306+1869527+0,1,
124,124,,,246108824610931+1870128+0,246108824610931+1869529+0,1,
124,124,,,246103724610446+1870129+0,246103724610446+1869530+0,1,
124,124,,,246110024611776+1870152+0,246110024611776+1869558+0,1,
124,124,,,246105924610597+1870154+0,246105924610597+1869560+0,1,
124,124,,,246108824610936+1870185+0,246108824610936+1869587+0,1,
124,124,,,246105924610597+1870187+0,246105924610597+1869589+0,1,
124,124,,,246106024610651+1870208+0,246106024610651+1869604+0,1,
124,124,,,246101024610107+1870215+0,246101024610527+1869615+0,1,
124,124,,,246105124611776+1870240+0,246106024610656+1869633+0,1,
124,124,,,246106624610807+1870254+0,246106624610807+1869644+0,1,
124,124,,,246101624610166+1870255+0,246100924610306+1869643+0,1,
124,124,,,246106024610656+1870257+0,246106024610656+1869645+0,1,
124,124,,,246108824610931+1870257+0,246108824610931+1869645+0,1,
124,124,,,246108824610936+1870257+0,246108824610936+1869645+0,1,
124,124,,,246100224610026+1870271+0,246100224610026+1869657+0,1,
124,124,,,246100324610037+1870272+0,246100324610037+1869658+0,1,
124,124,,,246100924610306+1870275+0,246100924610306+1869660+0,1,
124,124,,,246103724610446+1870277+0,246103724610446+1869662+0,1,
124,124,,,246109424611717+1870280+0,246109424611717+1869664+0,1,
124,124,,,246106024610656+1870301+0,246106024610656+1869681+0,1,
124,124,,,246110024611776+1870301+0,246110024611776+1869681+0,1,
124,124,,,246100224610026+1870316+0,246100224610026+1869693+0,1,
124,124,,,246103724610446+1870321+0,246103724610446+1869698+0,1,
124,124,,,246108824610936+1870322+0,246108824610936+1869699+0,1,
124,124,,,246109424611717+1870323+0,246109424611717+1869697+0,1,
124,124,,,246108724610877+1870324+0,246108724610877+1869700+0,1,
124,124,,,246101724610177+1870341+0,246101024610457+1869715+0,1,
124,124,,,246103724610446+1870343+0,246103724610446+1869717+0,1,
124,124,,,246101024610527+1870360+0,246101024610527+1869733+0,1,
124,124,,,246106624610807+1870360+0,246106624610807+1869733+0,1,
124,124,,,246105124611776+1870362+0,246105124610586+1869735+0,1,
124,124,,,246102424610527+1870419+0,246105224610527+1869791+0,1,
124,124,,,246109424611717+1870419+0,246109424611717+1869791+0,1,
124,124,,,246108824610936+1870422+0,246108824610936+1869789+0,1,
124,124,,,246108724610877+1870424+0,246108724610877+1869792+0,1,
124,124,,,246100924610306+1870439+0,246100924610306+1869805+0,1,
124,124,,,246101024610527+1870440+0,246101024610527+1869806+0,1,
124,124,,,246105124611776+1870442+0,246105124610586+1869808+0,1,
124,124,,,246105124611776+1870442+0,246106024610656+1869808+0,1,
124,124,,,246108724610877+1870443+0,246108724610877+1869809+0,1,
124,124,,,246101024610527+1870481+0,246105224610527+1869845+0,1,
124,124,,,246108724610877+1870484+0,246108724610877+1869846+0,1,
124,124,,,246100924610096+1870499+0,246100924610306+1869860+0,1,
124,124,,,246101724610177+1870502+0,246101024610457+1869861+0,1,
124,124,,,246105124610866+1870506+0,246106024610656+1869862+0,1,
124,124,,,246100224610026+1870523+0,246100224610026+1869875+0,1,
124,124,,,246106024610651+1870529+0,246106024610651+1869881+0,1,
124,124,,,246107224610866+1870529+0,246107224610866+1869881+0,1,
124,124,,,246108824610936+1870529+0,246108824610936+1869881+0,1,
124,124,,,246102424610527+1870545+0,246105224610527+1869899+0,1,
124,124,,,246101724610177+1870547+0,246101024610457+1869896+0,1,
124,124,,,246110024611776+1870551+0,246110024611776+1869897+0,1,
124,124,,,246100924610306+1870567+0,246100924610306+1869913+0,1,
124,124,,,246105124611776+1870570+0,246106024610656+1869916+0,1,
124,124,,,246102324610306+1870588+0,246100924610306+1869930+0,1,
124,124,,,246102424610457+1870589+0,246101024610527+1869931+0,1,
124,124,,,246106024610656+1870595+0,246106024610656+1869932+0,1,
124,124,,,246108824610931+1870595+0,246108824610931+1869932+0,1,
124,124,,,246108824610936+1870595+0,246108824610936+1869932+0,1,
124,124,,,246110024611776+1870595+0,246110024611776+1869932+0,1,
124,124,,,246108824610931+1870639+0,246108824610931+1869967+0,1,
124,124,,,246110024611776+1870639+0,246110024611776+1869967+0,1,
124,124,,,246100924610096+1870666+0,246100924610306+1870001+0,1,
124,124,,,246102324610306+1870666+0,246100924610306+1870001+0,1,
124,124,,,246110024611776+1870670+0,246110024611776+1870003+0,1,
124,124,,,246103724610446+1870671+0,246103724610446+1870004+0,1,
124,124,,,246100724610074+1870695+0,246100724610074+1870027+0,1,
124,124,,,246101024610107+1870698+0,246101024610527+1870030+0,1,
124,124,,,246105124610586+1870701+0,246105124610586+1870031+0,1,
124,124,,,246100324610037+1870725+0,246100324610037+1870044+0,1,
124,124,,,246101024610107+1870729+0,246101024610527+1870048+0,1,
124,124,,,246105124610586+1870732+0,246105124610586+1870049+0,1,
124,124,,,246106024610656+1870732+0,246106024610656+1870049+0,1,
124,124,,,246105924610597+1870735+0,246105924610597+1870051+0,1,
124,124,,,246100224610026+1870748+0,246100224610026+1870060+0,1,
124,124,,,246101724610177+1870755+0,246101024610527+1870065+0,1,
124,124,,,246103524610424+1870756+0,246103524610424+1870066+0,1,
124,124,,,246102324610306+1873474+0,246100924610306+1869751+0,1,
124,124,,,246102424610527+1873475+0,246101024610527+1869752+0,1,
124,124,,,246106024610651+1873478+0,246106024610651+1869753+0,1,
124,124,,,246108824610936+1873478+0,246108824610936+1869753+0,1,
124,124,,,246100124610015+1874107+0,246100124610015+1860610+0,1,
124,124,,,246101124610281+1874108+0,246101124610281+1860611+0,1,
124,124,,,246106724610842+1874108+0,246106724610842+1860611+0,1,
124,124,,,246100424610051+1874114+0,246100424610051+1860616+0,1,
124,124,,,246106124610634+1874114+0,246106124610634+1860616+0,1,
124,124,,,246106724610844+1874114+0,246106724610844+1860616+0,1,
124,124,,,246108924610914+1874114+0,246108924610914+1860616+0,1,
124,124,,,246109524611751+1874114+0,246109524611751+1860616+0,1,
124,124,,,246101524610295+1874116+0,246101524610295+1860618+0,1,
124,124,,,246100424610051+1860909+0,246100424610051+1860401+0,1,
124,124,,,246106124610632+1860909+0,246106124610632+1860401+0,1,
124,124,,,246109524611752+1860909+0,246109524611752+1860401+0,1,
124,124,,,246101524610295+1860911+0,246101524610295+1860403+0,1,
124,124,,,246103424610343+1860913+0,246103424610343+1860405+0,1,
124,124,,,246101124610284+1860922+0,246101124610284+1860418+1,1,
124,124,,,246106724610842+1860922+0,246106724610842+1860418+1,1,
124,124,,,246105024611765+1860950+1,246105024611765+1860450+1,1,
124,124,,,246101124610284+1860951+1,246101124610284+1860448+1,1,
124,124,,,246104624610563+1860951+1,246104624610563+1860448+1,1,
124,124,,,246106124610634+1860951+1,246106124610634+1860448+1,1,
124,124,,,246108924610912+1860951+1,246108924610912+1860448+1,1,
124,124,,,246108924610914+1860951+1,246108924610914+1860448+1,1,
124,124,,,246103224610401+1860953+1,246103224610331+1860451+1,1,
124,124,,,246103224610361+1860969+1,246103224610331+1860507+1,1,
124,124,,,246104624610563+1860970+1,246104624610563+1860504+1,1,
124,124,,,246103224610361+1861037+1,246103224610341+1860567+1,1,
124,124,,,246103224610365+1861037+1,246101524611765+1860564+1,1,
124,124,,,246100424610052+1861038+1,246100424610052+1860565+1,1,
124,124,,,246108924610913+1861038+1,246108924610913+1860565+1,1,
124,124,,,246109524611751+1861038+1,246109524611751+1860565+1,1,
124,124,,,246109524611753+1861038+1,246109524611753+1860565+1,1,
124,124,,,246106124610634+1861065+1,246106124610634+1860580+0,1,
124,124,,,246101124610282+1861080+0,246101124610282+1860590+0,1,
124,124,,,246106724610843+1861080+0,246106724610843+1860590+0,1,
124,124,,,246108924610914+1861080+0,246108924610914+1860590+0,1,
124,124,,,246100624610063+1861081+0,246100624610063+1860591+0,1,
124,124,,,246100124610015+1861093+0,246100124610015+1860605+0,1,
124,124,,,246101524611765+1861093+0,246101524611765+1860605+0,1,
124,124,,,246100424610052+1861094+0,246100424610052+1860606+0,1,
124,124,,,246101124610282+1861094+0,246101124610282+1860606+0,1,
124,124,,,246104624610563+1861094+0,246104624610563+1860606+0,1,
124,124,,,246103424610343+1861097+0,246103224610343+1860608+0,1,
124,124,,,246101524611765+1861122+0,246105024611765+1860628+0,1,
124,124,,,246109524611751+1861123+0,246109524611751+1860626+0,1,
124,124,,,246109524611754+1861123+0,246109524611754+1860626+0,1,
124,124,,,246100624610063+1861124+0,246100624610063+1860627+0,1,
124,124,,,246101124610282+1861135+0,246101124610282+1860630+0,1,
124,124,,,246104624610562+1861135+0,246104624610562+1860630+0,1,
124,124,,,246106124610632+1861135+0,246106124610632+1860630+0,1,
124,124,,,246106124610633+1861135+0,246106124610633+1860630+0,1,
124,124,,,246106724610842+1861135+0,246106724610842+1860630+0,1,
124,124,,,246106724610844+1861135+0,246106724610844+1860630+0,1,
124,124,,,246106124610632+1861145+0,246106124610632+1860637+0,1,
124,124,,,246106124610634+1861145+0,246106124610634+1860637+0,1,
124,124,,,246109524611753+1861145+0,246109524611753+1860637+0,1,
124,124,,,246104624610563+1861149+0,246104624610563+1860647+0,1,
124,124,,,246106724610843+1861149+0,246106724610843+1860647+0,1,
124,124,,,246108924610913+1861149+0,246108924610913+1860647+0,1,
124,124,,,246108924610914+1861149+0,246108924610914+1860647+0,1,
124,124,,,246101124610281+1861155+0,246101124610281+1860657+0,1,
124,124,,,246101124610283+1861155+0,246101124610283+1860657+0,1,
124,124,,,246101124610284+1861155+0,246101124610284+1860657+0,1,
124,124,,,246104624610562+1861155+0,246104624610562+1860657+0,1,
124,124,,,246106124610633+1861155+0,246106124610633+1860657+0,1,
124,124,,,246108924610914+1861155+0,246108924610914+1860657+0,1,
124,124,,,246105024611765+1861157+0,246105024611765+1860659+0,1,
124,124,,,246103224610343+1861158+0,246103424610343+1860661+0,1,
124,124,,,246103924610401+1861158+0,246103924610411+1860660+0,1,
124,124,,,246100624610063+1861169+0,246100624610063+1860670+0,1,
124,124,,,246103924610411+1861170+0,246103924610401+1860671+0,1,
124,124,,,246100424610051+1861172+0,246100424610051+1860674+0,1,
124,124,,,246104624610563+1861172+0,246104624610563+1860674+0,1,
124,124,,,246108924610912+1861172+0,246108924610912+1860674+0,1,
124,124,,,246109524611751+1861172+0,246109524611751+1860674+0,1,
124,124,,,246103224610342+1861174+0,246103224610332+1860676+0,1,
124,124,,,246106724610842+1861177+0,246106724610842+1860679+0,1,
124,124,,,246101124610281+1861183+0,246101124610281+1860690+0,1,
124,124,,,246104624610561+1861183+0,246104624610561+1860690+0,1,
124,124,,,246106724610843+1861183+0,246106724610843+1860690+0,1,
124,124,,,246108924610914+1861183+0,246108924610914+1860690+0,1,
124,124,,,246106724610843+1861194+0,246106724610843+1860699+0,1,
124,124,,,246108924610914+1861194+0,246108924610914+1860699+0,1,
124,124,,,246109524611751+1861194+0,246109524611751+1860699+0,1,
124,124,,,246101524610295+1861196+0,246101524611765+1860698+0,1,
124,124,,,246106124610632+1861200+0,246106124610632+1860705+0,1,
124,124,,,246106724610842+1861200+0,246106724610842+1860705+0,1,
124,124,,,246109524611753+1861200+0,246109524611753+1860705+0,1,
124,124,,,246103924610412+1861203+0,246103924610412+1860707+0,1,
124,124,,,246100424610051+1861212+0,246100424610051+1860716+0,1,
124,124,,,246106724610841+1861212+0,246106724610841+1860716+0,1,
124,124,,,246109524611753+1861212+0,246109524611753+1860716+0,1,
124,124,,,246101524610295+1861214+0,246101524610295+1860718+0,1,
124,124,,,246103924610412+1861215+0,246103224610412+1860719+0,1,
124,124,,,246103924610413+1861215+0,246103224610413+1860719+0,1,
124,124,,,246106124610633+1861232+0,246106124610633+1860727+0,1,
124,124,,,246106724610844+1861232+0,246106724610844+1860727+0,1,
124,124,,,246101124610284+1861238+0,246101124610284+1860731+0,1,
124,124,,,246103224610341+1861238+0,246103224610331+1860733+0,1,
124,124,,,246103224610343+1861238+0,246103424610363+1860730+0,1,
124,124,,,246104624610564+1861238+0,246104624610564+1860731+0,1,
124,124,,,246106124610632+1861238+0,246106124610632+1860731+0,1,
124,124,,,246100124610015+1861246+0,246100124610015+1860739+0,1,
124,124,,,246100424610051+1861247+0,246100424610051+1860740+0,1,
124,124,,,246101124610284+1861247+0,246101124610284+1860740+0,1,
124,124,,,246104624610561+1861247+0,246104624610561+1860740+0,1,
124,124,,,246104624610562+1861247+0,246104624610562+1860740+0,1,
124,124,,,246100624610063+1861248+0,246100624610063+1860741+0,1,
124,124,,,246100424610052+1861264+0,246100424610052+1860764+0,1,
124,124,,,246101124610282+1861264+0,246101124610282+1860764+0,1,
124,124,,,246104624610561+1861264+0,246104624610561+1860764+0,1,
124,124,,,246106724610842+1861264+0,246106724610842+1860764+0,1,
124,124,,,246108924610913+1861264+0,246108924610913+1860764+0,1,
124,124,,,246100624610063+1861265+0,246100624610063+1860765+0,1,
124,124,,,246103224610341+1861267+0,246103224610411+1860766+0,1,
124,124,,,246103924610401+1861267+0,246103224610411+1860766+0,1,
124,124,,,246100424610052+1861282+0,246100424610052+1860782+0,1,
124,124,,,246101124610282+1861282+0,246101124610282+1860782+0,1,
124,124,,,246106124610632+1861282+0,246106124610632+1860782+0,1,
124,124,,,246106724610843+1861282+0,246106724610843+1860782+0,1,
124,124,,,246101124610283+1861295+0,246101124610283+1860800+0,1,
124,124,,,246104624610561+1861295+0,246104624610561+1860800+0,1,
124,124,,,246104624610563+1861295+0,246104624610563+1860800+0,1,
124,124,,,246106724610844+1861295+0,246106724610844+1860800+0,1,
124,124,,,246108924610914+1861295+0,246108924610914+1860800+0,1,
124,124,,,246103924610401+1861297+0,246103224610411+1860802+0,1,
124,124,,,246101124610281+1861300+0,246101124610281+1860804+0,1,
124,124,,,246106724610841+1861300+0,246106724610841+1860804+0,1,
124,124,,,246106724610843+1861300+0,246106724610843+1860804+0,1,
124,124,,,246109524611754+1861300+0,246109524611754+1860804+0,1,
124,124,,,246103224610412+1861302+0,246103224610402+1860807+0,1,
124,124,,,246103224610413+1861302+0,246103424610343+1860808+0,1,
124,124,,,246101124610281+1861310+1,246101124610281+1860869+1,1,
124,124,,,246104624610561+1861310+1,246104624610561+1860869+1,1,
124,124,,,246104624610562+1861310+1,246104624610562+1860869+1,1,
124,124,,,246109424611717+1865097+0,246109424611717+1869985+0,1,
124,124,,,246108724610877+1865098+0,246108724610877+1869988+0,1,
124,124,,,246110024611776+1870106+0,246110024611776+1869511+0,1,
124,124,,,246101024610107+1870125+0,246101024610527+1869528+0,1,
124,124,,,246105924610597+1870130+0,246105924610597+1869531+0,1,
124,124,,,246108724610877+1870130+0,246108724610877+1869531+0,1,
124,124,,,246100724610074+1870146+0,246100724610074+1869554+0,1,
124,124,,,246100924610306+1870173+0,246100924610306+1869573+0,1,
124,124,,,246105124611776+1870175+0,246107224610866+1869575+0,1,
124,124,,,246105124611776+1870175+0,246108824610936+1869575+0,1,
124,124,,,246100224610026+1870177+0,246100224610026+1869581+0,1,
124,124,,,246100924610096+1870181+0,246100924610306+1869585+0,1,
124,124,,,246103524610424+1870185+0,246103524610424+1869587+0,1,
124,124,,,246108824610931+1870208+0,246108824610931+1869604+0,1,
124,124,,,246102324610306+1870214+0,246100924610306+1869614+0,1,
124,124,,,246106624610807+1870215+0,246106624610807+1869615+0,1,
124,124,,,246105124610586+1870218+0,246105124610586+1869616+0,1,
124,124,,,246105924610597+1870220+0,246105924610597+1869618+0,1,
124,124,,,246100924610306+1870236+0,246100924610306+1869631+0,1,
124,124,,,246103724610446+1870238+0,246103724610446+1869632+0,1,
124,124,,,246105124611776+1870240+0,246105124610586+1869633+0,1,
124,124,,,246100224610026+1870249+0,246100224610026+1869639+0,1,
124,124,,,246100924610096+1870253+0,246100924610306+1869643+0,1,
124,124,,,246102424610527+1870254+0,246101024610527+1869644+0,1,
124,124,,,246106024610651+1870257+0,246106024610651+1869645+0,1,
124,124,,,246110024611776+1870257+0,246110024611776+1869645+0,1,
124,124,,,246106024610651+1870301+0,246106024610651+1869681+0,1,
124,124,,,246108724610877+1870303+0,246108724610877+1869683+0,1,
124,124,,,246100324610037+1870317+0,246100324610037+1869694+0,1,
124,124,,,246101024610457+1870320+0,246101024610527+1869697+0,1,
124,124,,,246106024610651+1870322+0,246106024610651+1869699+0,1,
124,124,,,246105224610527+1870323+0,246101024610527+1869697+0,1,
124,124,,,246105924610597+1870324+0,246105924610597+1869700+0,1,
124,124,,,246106624610807+1870339+0,246106624610807+1869718+0,1,
124,124,,,246109424611717+1870339+0,246109424611717+1869718+0,1,
124,124,,,246109424611717+1870360+0,246109424611717+1869733+0,1,
124,124,,,246105124611776+1870362+0,246107224610866+1869735+0,1,
124,124,,,246105924610597+1870363+0,246105924610597+1869736+0,1,
124,124,,,246105124610586+1870422+0,246105124610586+1869789+0,1,
124,124,,,246106024610656+1870422+0,246106024610656+1869789+0,1,
124,124,,,246100324610037+1870437+0,246100324610037+1869803+0,1,
124,124,,,246100724610074+1870457+0,246100724610074+1869822+0,1,
124,124,,,246101024610107+1870460+0,246101024610527+1869825+0,1,
124,124,,,246108824610936+1870463+0,246108824610936+1869826+0,1,
124,124,,,246108724610877+1870465+0,246108724610877+1869828+0,1,
124,124,,,246101024610527+1870481+0,246101024610457+1869842+0,1,
124,124,,,246105124611776+1870483+0,246110024611776+1869844+0,1,
124,124,,,246101024610107+1870500+0,246101024610457+1869861+0,1,
124,124,,,246106624610807+1870500+0,246106624610807+1869864+0,1,
124,124,,,246109424611717+1870500+0,246109424611717+1869864+0,1,
124,124,,,246105124610866+1870506+0,246107224610866+1869862+0,1,
124,124,,,246100924610306+1870526+0,246100924610306+1869878+0,1,
124,124,,,246103724610446+1870528+0,246103724610446+1869880+0,1,
124,124,,,246105924610597+1870530+0,246105924610597+1869882+0,1,
124,124,,,246105124610586+1870551+0,246105124610586+1869897+0,1,
124,124,,,246100324610037+1870565+0,246100324610037+1869911+0,1,
124,124,,,246106624610807+1870568+0,246106624610807+1869914+0,1,
124,124,,,246105124611776+1870570+0,246110024611776+1869916+0,1,
124,124,,,246105924610597+1870571+0,246105924610597+1869917+0,1,
124,124,,,246101624610166+1870590+0,246100924610306+1869930+0,1,
124,124,,,246105124610586+1870595+0,246105124610586+1869932+0,1,
124,124,,,246107224610866+1870595+0,246107224610866+1869932+0,1,
124,124,,,246106624610807+1870596+0,246106624610807+1869931+0,1,
124,124,,,246109424611717+1870596+0,246109424611717+1869931+0,1,
124,124,,,246105924610597+1870597+0,246105924610597+1869934+0,1,
124,124,,,246100224610026+1870628+0,246100224610026+1869961+0,1,
124,124,,,246106624610807+1870633+0,246106624610807+1869966+0,1,
124,124,,,246107224610866+1870639+0,246107224610866+1869967+0,1,
124,124,,,246100324610037+1870663+0,246100324610037+1869998+0,1,
124,124,,,246109424611717+1870698+0,246109424611717+1870030+0,1,
124,124,,,246108824610931+1870701+0,246108824610931+1870031+0,1,
124,124,,,246108824610936+1870701+0,246108824610936+1870031+0,1,
124,124,,,246100224610026+1870724+0,246100224610026+1870043+0,1,
124,124,,,246100724610074+1870726+0,246100724610074+1870045+0,1,
124,124,,,246101724610177+1870731+0,246101024610527+1870048+0,1,
124,124,,,246108824610936+1870732+0,246108824610936+1870049+0,1,
124,124,,,246106624610807+1870734+0,246106624610807+1870048+0,1,
124,124,,,246110024611776+1870756+0,246110024611776+1870066+0,1,
124,124,,,246100324610037+1873471+0,246100324610037+1869748+0,1,
124,124,,,246100924610096+1873474+0,246100924610306+1869751+0,1,
124,124,,,246107224610866+1873478+0,246107224610866+1869753+0,1,
124,124,,,246104624610562+1874108+0,246104624610562+1860611+0,1,
124,124,,,246109524611752+1874108+0,246109524611752+1860611+0,1,
124,124,,,246101124610282+1874114+0,246101124610282+1860616+0,1,
124,124,,,246106124610632+1874114+0,246106124610632+1860616+0,1,
124,124,,,246106724610842+1874114+0,246106724610842+1860616+0,1,
124,124,,,246108924610913+1874114+0,246108924610913+1860616+0,1,
124,124,,,246103624610435+1874119+0,246103624610435+1860615+0,1,
124,124,,,246104124610413+1874120+0,246103224610413+1860619+0,1,
124,124,,,246103624610435+1860908+0,246103624610435+1860400+0,1,
124,124,,,246101124610282+1860909+0,246101124610282+1860401+0,1,
124,124,,,246104624610561+1860909+0,246104624610561+1860401+0,1,
124,124,,,246104624610562+1860909+0,246104624610562+1860401+0,1,
124,124,,,246106724610844+1860922+0,246106724610844+1860418+1,1,
124,124,,,246108924610912+1860922+0,246108924610912+1860418+1,1,
124,124,,,246103224610332+1860924+0,246103224610402+1860420+1,1,
124,124,,,246100424610052+1860951+1,246100424610052+1860448+1,1,
124,124,,,246108924610913+1860951+1,246108924610913+1860448+1,1,
124,124,,,246100124610015+1860969+1,246100124610015+1860503+1,1,
124,124,,,246103224610363+1860969+1,246103424610343+1860508+1,1,
124,124,,,246103924610435+1860969+1,246103624610435+1860503+1,1,
124,124,,,246103224610363+1861037+1,246103224610343+1860567+1,1,
124,124,,,246100424610051+1861038+1,246100424610051+1860565+1,1,
124,124,,,246101124610284+1861038+1,246101124610284+1860565+1,1,
124,124,,,246106724610844+1861038+1,246106724610844+1860565+1,1,
124,124,,,246101124610281+1861065+1,246101124610281+1860580+0,1,
124,124,,,246101124610282+1861065+1,246101124610282+1860580+0,1,
124,124,,,246104624610561+1861065+1,246104624610561+1860580+0,1,
124,124,,,246106724610844+1861065+1,246106724610844+1860580+0,1,
124,124,,,246108924610914+1861065+1,246108924610914+1860580+0,1,
124,124,,,246101124610283+1861080+0,246101124610283+1860590+0,1,
124,124,,,246104624610561+1861080+0,246104624610561+1860590+0,1,
124,124,,,246106124610633+1861080+0,246106124610633+1860590+0,1,
124,124,,,246106724610844+1861080+0,246106724610844+1860590+0,1,
124,124,,,246108924610912+1861080+0,246108924610912+1860590+0,1,
124,124,,,246109524611753+1861080+0,246109524611753+1860590+0,1,
124,124,,,246103224610402+1861096+0,246103224610342+1860608+0,1,
124,124,,,246103224610402+1861125+0,246103224610362+1860625+0,1,
124,124,,,246103424610343+1861126+0,246103224610363+1860625+0,1,
124,124,,,246105024611765+1861137+0,246105024611765+1860632+0,1,
124,124,,,246103924610435+1861144+0,246101524611765+1860636+0,1,
124,124,,,246106724610842+1861145+0,246106724610842+1860637+0,1,
124,124,,,246104624610561+1861149+0,246104624610561+1860647+0,1,
124,124,,,246106724610842+1861149+0,246106724610842+1860647+0,1,
124,124,,,246100124610015+1861154+0,246100124610015+1860656+0,1,
124,124,,,246100424610052+1861155+0,246100424610052+1860657+0,1,
124,124,,,246106124610632+1861155+0,246106124610632+1860657+0,1,
124,124,,,246108924610913+1861155+0,246108924610913+1860657+0,1,
124,124,,,246101524610295+1861157+0,246101524610295+1860659+0,1,
124,124,,,246101524610295+1861167+0,246101524611765+1860668+0,1,
124,124,,,246101124610281+1861168+0,246101124610281+1860669+0,1,
124,124,,,246101124610282+1861168+0,246101124610282+1860669+0,1,
124,124,,,246101124610283+1861168+0,246101124610283+1860669+0,1,
124,124,,,246101124610284+1861168+0,246101124610284+1860669+0,1,
124,124,,,246104624610561+1861168+0,246104624610561+1860669+0,1,
124,124,,,246104624610562+1861168+0,246104624610562+1860669+0,1,
124,124,,,246106724610842+1861168+0,246106724610842+1860669+0,1,
124,124,,,246103924610412+1861170+0,246103924610402+1860671+0,1,
124,124,,,246101124610281+1861172+0,246101124610281+1860674+0,1,
124,124,,,246106124610632+1861172+0,246106124610632+1860674+0,1,
124,124,,,246106124610633+1861172+0,246106124610633+1860674+0,1,
124,124,,,246106124610634+1861172+0,246106124610634+1860674+0,1,
124,124,,,246106724610842+1861172+0,246106724610842+1860674+0,1,
124,124,,,246106724610843+1861172+0,246106724610843+1860674+0,1,
124,124,,,246106724610844+1861172+0,246106724610844+1860674+0,1,
124,124,,,246109524611754+1861172+0,246109524611754+1860674+0,1,
124,124,,,246104124610413+1861175+0,246103924610413+1860676+0,1,
124,124,,,246103224610362+1861176+0,246103224610412+1860682+0,1,
124,124,,,246100424610051+1861177+0,246100424610051+1860679+0,1,
124,124,,,246108924610913+1861177+0,246108924610913+1860679+0,1,
124,124,,,246103624610435+1861182+0,246101524611765+1860689+0,1,
124,124,,,246101124610284+1861183+0,246101124610284+1860690+0,1,
124,124,,,246104624610563+1861183+0,246104624610563+1860690+0,1,
124,124,,,246109524611754+1861194+0,246109524611754+1860699+0,1,
124,124,,,246101124610283+1861200+0,246101124610283+1860705+0,1,
124,124,,,246104624610564+1861200+0,246104624610564+1860705+0,1,
124,124,,,246106124610634+1861200+0,246106124610634+1860705+0,1,
124,124,,,246105024611765+1861202+0,246101524611765+1860704+0,1,
124,124,,,246103624610435+1861211+0,246103624610435+1860715+0,1,
124,124,,,246105024611765+1861214+0,246105024611765+1860718+0,1,
124,124,,,246106724610843+1861232+0,246106724610843+1860727+0,1,
124,124,,,246109524611752+1861232+0,246109524611752+1860727+0,1,
124,124,,,246109524611753+1861232+0,246109524611753+1860727+0,1,
124,124,,,246109524611754+1861232+0,246109524611754+1860727+0,1,
124,124,,,246101524611765+1861237+0,246104324611765+1860730+0,1,
124,124,,,246103224610342+1861238+0,246103224610332+1860733+0,1,
124,124,,,246106124610633+1861238+0,246106124610633+1860731+0,1,
124,124,,,246106124610634+1861238+0,246106124610634+1860731+0,1,
124,124,,,246100424610052+1861247+0,246100424610052+1860740+0,1,
