from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
33,33,,,246104624610562+1865825+1,246104624610562+1866200+1,1,
33,33,,,246108924610912+1865825+1,246108924610912+1866200+1,1,
33,33,,,246100624610063+1865826+1,246100624610063+1866201+1,1,
33,33,,,246101124610281+1865843+1,246101124610281+1866212+1,1,
33,33,,,246101124610283+1865843+1,246101124610283+1866212+1,1,
33,33,,,246109524611754+1865843+1,246109524611754+1866212+1,1,
33,33,,,246101524611765+1865864+0,246101524611765+1866228+0,1,
33,33,,,246101124610282+1865865+0,246101124610282+1866229+0,1,
33,33,,,246106124610634+1865865+0,246106124610634+1866229+0,1,
33,33,,,246109524611751+1865865+0,246109524611751+1866229+0,1,
33,33,,,246103224610331+1865867+0,246103224610411+1866231+0,1,
33,33,,,246103924610412+1865867+0,246103224610412+1866231+0,1,
33,33,,,246104624610564+1865878+0,246104624610564+1866239+0,1,
33,33,,,246106724610844+1865878+0,246106724610844+1866239+0,1,
33,33,,,246109524611752+1865878+0,246109524611752+1866239+0,1,
33,33,,,246109524611754+1865878+0,246109524611754+1866239+0,1,
33,33,,,246103424610343+1865881+0,246103224610413+1866241+0,1,
33,33,,,246101124610281+1865888+0,246101124610281+1866244+0,1,
33,33,,,246101124610283+1865888+0,246101124610283+1866244+0,1,
33,33,,,246106724610844+1865888+0,246106724610844+1866244+0,1,
33,33,,,246108924610913+1865888+0,246108924610913+1866244+0,1,
33,33,,,246109524611754+1865897+0,246109524611754+1866249+0,1,
33,33,,,246101124610282+1865906+0,246101124610282+1866263+0,1,
33,33,,,246104624610563+1865906+0,246104624610563+1866263+0,1,
33,33,,,246108924610914+1865906+0,246108924610914+1866263+0,1,
33,33,,,246106724610842+1865921+0,246106724610842+1866272+0,1,
33,33,,,246106724610843+1865921+0,246106724610843+1866272+0,1,
33,33,,,246103224610341+1865923+0,246103224610411+1866274+0,1,
33,33,,,246106124610634+1865931+0,246106124610634+1866280+0,1,
33,33,,,246104624610563+1865942+0,246104624610563+1866289+0,1,
33,33,,,246106124610632+1865942+0,246106124610632+1866289+0,1,
33,33,,,246109524611751+1865942+0,246109524611751+1866289+0,1,
33,33,,,246100124610015+1865966+1,246100124610015+1866309+1,1,
33,33,,,246101524611765+1865966+1,246105024611765+1866312+1,1,
33,33,,,246101124610282+1865967+1,246101124610282+1866310+1,1,
33,33,,,246101124610283+1865967+1,246101124610283+1866310+1,1,
33,33,,,246104624610562+1865967+1,246104624610562+1866310+1,1,
33,33,,,246106124610633+1865967+1,246106124610633+1866310+1,1,
33,33,,,246106724610841+1865967+1,246106724610841+1866310+1,1,
33,33,,,246109524611752+1865967+1,246109524611752+1866310+1,1,
33,33,,,246100624610063+1865968+1,246100624610063+1866311+1,1,
33,33,,,246100424610051+1865982+1,246100424610051+1866336+1,1,
33,33,,,246104624610563+1865982+1,246104624610563+1866336+1,1,
33,33,,,246109524611752+1865982+1,246109524611752+1866336+1,1,
33,33,,,246103924610412+1865984+1,246103224610412+1866338+1,1,
33,33,,,246106124610633+1865992+1,246106124610633+1866336+1,1,
33,33,,,246108924610912+1865992+1,246108924610912+1866336+1,1,
33,33,,,246103224610331+1865994+1,246103224610411+1866338+1,1,
33,33,,,246100424610052+1866005+1,246100424610052+1866340+1,1,
33,33,,,246101124610283+1866005+1,246101124610283+1866340+1,1,
33,33,,,246106124610633+1866005+1,246106124610633+1866340+1,1,
33,33,,,246106724610842+1866005+1,246106724610842+1866340+1,1,
33,33,,,246109524611752+1866005+1,246109524611752+1866340+1,1,
33,33,,,246109524611754+1866005+1,246109524611754+1866340+1,1,
33,33,,,246106724610841+1866010+1,246106724610841+1866340+1,1,
33,33,,,246108924610912+1866010+1,246108924610912+1866340+1,1,
33,33,,,246109524611752+1866010+1,246109524611752+1866340+1,1,
33,33,,,246109524611751+1866022+1,246109524611751+1866355+1,1,
33,33,,,246109524611754+1866022+1,246109524611754+1866355+1,1,
33,33,,,246100624610063+1866023+1,246100624610063+1866356+1,1,
33,33,,,246103224610331+1866024+1,246103224610411+1866357+1,1,
33,33,,,246103224610332+1866024+1,246103224610412+1866357+1,1,
33,33,,,246109524611752+1866041+1,246109524611752+1866364+1,1,
33,33,,,246109524611753+1866041+1,246109524611753+1866364+1,1,
33,33,,,246106724610842+1866068+1,246106724610842+1866733+1,1,
33,33,,,246103224610412+1866070+1,246103224610412+1866735+1,1,
33,33,,,246100124610015+1866075+1,246100124610015+1866889+1,1,
33,33,,,246101124610283+1866076+1,246101124610283+1866890+1,1,
33,33,,,246106724610844+1866076+1,246106724610844+1866890+1,1,
33,33,,,246108924610912+1866076+1,246108924610912+1866890+1,1,
33,33,,,246103224610401+1866078+1,246103224610411+1866892+1,1,
33,33,,,246103624610435+1866090+1,246101524611765+1866985+0,1,
33,33,,,246100424610051+1866091+1,246100424610051+1866986+0,1,
33,33,,,246106124610632+1866091+1,246106124610632+1866986+0,1,
33,33,,,246103924610411+1866094+1,246103924610401+1866988+0,1,
33,33,,,246101124610281+1866101+0,246101124610281+1867083+0,1,
33,33,,,246101124610282+1866101+0,246101124610282+1867083+0,1,
33,33,,,246106124610632+1866101+0,246106124610632+1867083+0,1,
33,33,,,246106124610633+1866101+0,246106124610633+1867083+0,1,
33,33,,,246106724610842+1866101+0,246106724610842+1867083+0,1,
33,33,,,246108924610913+1866101+0,246108924610913+1867083+0,1,
33,33,,,246103224610343+1866103+0,246103224610343+1867085+0,1,
33,33,,,246100424610051+1866118+0,246100424610051+1867275+0,1,
33,33,,,246101124610283+1866118+0,246101124610283+1867275+0,1,
33,33,,,246108924610913+1866118+0,246108924610913+1867275+0,1,
33,33,,,246100124610015+1866131+0,246100124610015+1867320+0,1,
33,33,,,246100424610051+1866132+0,246100424610051+1867321+0,1,
33,33,,,246106124610633+1866132+0,246106124610633+1867321+0,1,
33,33,,,246106124610632+1866150+0,246106124610632+1867334+0,1,
33,33,,,246106124610634+1866150+0,246106124610634+1867334+0,1,
33,33,,,246103924610413+1866153+0,246103924610413+1867336+0,1,
33,33,,,246103224610431+1866160+0,246103224610431+1867342+0,1,
33,33,,,246103224610432+1866160+0,246103224610432+1867342+0,1,
33,33,,,246100524610052+1866162+0,246100524610052+1867344+0,1,
33,33,,,246101224610282+1866162+0,246101224610282+1867344+0,1,
33,33,,,246103524610374+1866380+0,246103524610354+1871801+0,1,
33,33,,,246108824610931+1866380+0,246108824610931+1871801+0,1,
33,33,,,246105924610597+1866386+0,246105924610597+1871803+0,1,
33,33,,,246108724610877+1866386+0,246108724610877+1871803+0,1,
33,33,,,246100924610306+1871230+0,246100924610306+1871817+0,1,
33,33,,,246106624610807+1871231+0,246106624610807+1871818+0,1,
33,33,,,246108824610936+1871247+0,246108824610936+1871828+0,1,
33,33,,,246103524610424+1871276+0,246103524610424+1871846+0,1,
33,33,,,246108824610931+1871276+0,246108824610931+1871846+0,1,
33,33,,,246108824610931+1871306+0,246108824610931+1871864+0,1,
33,33,,,246108824610931+1871339+0,246108824610931+1871881+0,1,
33,33,,,246100724610074+1871367+0,246100724610074+1862984+0,1,
33,33,,,246106624610807+1871370+0,246106624610807+1871902+0,1,
33,33,,,246110024611776+1871371+0,246110024611776+1871903+0,1,
33,33,,,246105924610597+1871373+0,246105924610597+1871905+0,1,
33,33,,,246100324610037+1871402+0,246100324610037+1871924+0,1,
33,33,,,246100924610306+1871405+0,246100924610306+1871926+0,1,
33,33,,,246100224610026+1871435+0,246100224610026+1871940+0,1,
33,33,,,246100924610306+1871439+0,246100924610306+1871943+0,1,
33,33,,,246103524610424+1871441+0,246103524610424+1871945+0,1,
33,33,,,246107224610866+1871441+0,246107224610866+1871945+0,1,
33,33,,,246101024610527+1871474+0,246101024610527+1871961+0,1,
33,33,,,246106624610807+1871474+0,246106624610807+1871961+0,1,
33,33,,,246103524610424+1871475+0,246103524610424+1871962+0,1,
33,33,,,246106024610651+1871475+0,246106024610651+1871962+0,1,
33,33,,,246100924610306+1871508+0,246100924610306+1871978+0,1,
33,33,,,246101024610527+1871509+0,246101024610527+1871979+0,1,
33,33,,,246105924610597+1871512+0,246105924610597+1871982+0,1,
33,33,,,246103724610446+1871528+0,246103724610446+1871995+0,1,
33,33,,,246107224610866+1871529+0,246107224610866+1871996+0,1,
33,33,,,246108824610936+1871529+0,246108824610936+1871996+0,1,
33,33,,,246107224610866+1871545+0,246107224610866+1872003+0,1,
33,33,,,246109424611717+1871561+0,246109424611717+1872019+0,1,
33,33,,,246101024610527+1871578+0,246101024610527+1872036+0,1,
33,33,,,246108824610936+1871579+0,246108824610936+1872037+0,1,
33,33,,,246100924610306+1871594+0,246100924610306+1872052+0,1,
33,33,,,246100724610074+1871609+0,246100724610074+1872059+0,1,
33,33,,,246105124610586+1871613+0,246105124610586+1872063+0,1,
33,33,,,246101024610527+1871646+0,246101024610527+1872080+0,1,
33,33,,,246108824610931+1871647+0,246108824610931+1872081+0,1,
33,33,,,246100224610026+1871676+0,246100224610026+1872093+0,1,
33,33,,,246106624610807+1871681+0,246106624610807+1872098+0,1,
33,33,,,246108824610931+1871718+0,246108824610931+1872117+0,1,
33,33,,,246107224610866+1871747+0,246107224610866+1872135+0,1,
33,33,,,246103724610446+1871748+0,246103724610446+1872136+0,1,
33,33,,,246108724610877+1871776+0,246108724610877+1872155+0,1,
33,33,,,246103524610376+1866921+0,246101624611776+1867301+0,1,
33,33,,,246103224610435+1865784+0,246103924610435+1866168+0,1,
33,33,,,246106124610612+1865784+0,246106124610632+1866168+0,1,
33,33,,,246109524611721+1865784+0,246109524611751+1866168+0,1,
33,33,,,246103324610413+1865786+0,246103224610363+1866168+0,1,
33,33,,,246101124610283+1865792+0,246101124610283+1866179+1,1,
33,33,,,246104624610563+1865792+0,246104624610563+1866179+1,1,
33,33,,,246100424610051+1865805+1,246100424610051+1866185+1,1,
33,33,,,246100424610052+1865805+1,246100424610052+1866185+1,1,
33,33,,,246101124610282+1865805+1,246101124610282+1866185+1,1,
33,33,,,246104624610561+1865805+1,246104624610561+1866185+1,1,
33,33,,,246109524611754+1865805+1,246109524611754+1866185+1,1,
33,33,,,246101124610281+1865812+1,246101124610281+1866194+1,1,
33,33,,,246109524611753+1865812+1,246109524611753+1866194+1,1,
33,33,,,246105024611765+1865814+1,246105024611765+1866193+1,1,
33,33,,,246103224610401+1865815+1,246103924610411+1866196+1,1,
33,33,,,246103424610343+1865825+1,246103424610343+1866203+1,1,
33,33,,,246104624610564+1865825+1,246104624610564+1866200+1,1,
33,33,,,246106724610843+1865825+1,246106724610843+1866200+1,1,
33,33,,,246103924610411+1865828+1,246103924610411+1866202+1,1,
33,33,,,246103924610412+1865828+1,246103924610412+1866202+1,1,
33,33,,,246101524610295+1865842+1,246101524610295+1866211+1,1,
33,33,,,246106724610842+1865843+1,246106724610842+1866212+1,1,
33,33,,,246108924610912+1865843+1,246108924610912+1866212+1,1,
33,33,,,246103224610402+1865845+1,246103924610412+1866214+1,1,
33,33,,,246100424610052+1865865+0,246100424610052+1866229+0,1,
33,33,,,246106724610841+1865865+0,246106724610841+1866229+0,1,
33,33,,,246106124610633+1865878+0,246106124610633+1866239+0,1,
33,33,,,246103224610332+1865880+0,246103224610412+1866241+0,1,
33,33,,,246104624610561+1865888+0,246104624610561+1866244+0,1,
33,33,,,246104624610563+1865888+0,246104624610563+1866244+0,1,
33,33,,,246106124610633+1865888+0,246106124610633+1866244+0,1,
33,33,,,246108924610912+1865888+0,246108924610912+1866244+0,1,
33,33,,,246108924610914+1865888+0,246108924610914+1866244+0,1,
33,33,,,246101524611765+1865896+0,246103624610435+1866248+0,1,
33,33,,,246100424610051+1865897+0,246100424610051+1866249+0,1,
33,33,,,246106124610632+1865897+0,246106124610632+1866249+0,1,
33,33,,,246106724610844+1865897+0,246106724610844+1866249+0,1,
33,33,,,246108924610913+1865897+0,246108924610913+1866249+0,1,
33,33,,,246108924610913+1865906+0,246108924610913+1866263+0,1,
33,33,,,246101124610282+1865921+0,246101124610282+1866272+0,1,
33,33,,,246104624610562+1865921+0,246104624610562+1866272+0,1,
33,33,,,246106724610841+1865921+0,246106724610841+1866272+0,1,
33,33,,,246103624610435+1865930+0,246103624610435+1866279+0,1,
33,33,,,246104624610563+1865931+0,246104624610563+1866280+0,1,
33,33,,,246106124610633+1865931+0,246106124610633+1866280+0,1,
33,33,,,246108924610913+1865931+0,246108924610913+1866280+0,1,
33,33,,,246109524611751+1865931+0,246109524611751+1866280+0,1,
33,33,,,246109524611752+1865931+0,246109524611752+1866280+0,1,
33,33,,,246100124610015+1865941+0,246100124610015+1866288+0,1,
33,33,,,246101124610281+1865942+0,246101124610281+1866289+0,1,
33,33,,,246101124610283+1865942+0,246101124610283+1866289+0,1,
33,33,,,246104624610561+1865942+0,246104624610561+1866289+0,1,
33,33,,,246106124610634+1865942+0,246106124610634+1866289+0,1,
33,33,,,246103224610413+1865945+0,246103224610413+1866291+0,1,
33,33,,,246101524611765+1865966+1,246101524610295+1866312+1,1,
33,33,,,246104624610564+1865967+1,246104624610564+1866310+1,1,
33,33,,,246106724610842+1865967+1,246106724610842+1866310+1,1,
33,33,,,246103224610343+1865969+1,246103224610413+1866313+1,1,
33,33,,,246103924610401+1865969+1,246103224610411+1866313+1,1,
33,33,,,246101524611765+1865981+1,246101524611765+1866335+1,1,
33,33,,,246101124610283+1865982+1,246101124610283+1866336+1,1,
33,33,,,246106724610841+1865982+1,246106724610841+1866336+1,1,
33,33,,,246101124610281+1865992+1,246101124610281+1866336+1,1,
33,33,,,246104624610563+1865992+1,246104624610563+1866336+1,1,
33,33,,,246101124610284+1866005+1,246101124610284+1866340+1,1,
33,33,,,246104624610564+1866005+1,246104624610564+1866340+1,1,
33,33,,,246108924610913+1866005+1,246108924610913+1866340+1,1,
33,33,,,246108924610914+1866005+1,246108924610914+1866340+1,1,
33,33,,,246109524611751+1866005+1,246109524611751+1866340+1,1,
33,33,,,246106124610634+1866010+1,246106124610634+1866340+1,1,
33,33,,,246106724610842+1866010+1,246106724610842+1866340+1,1,
33,33,,,246101124610281+1866022+1,246101124610281+1866355+1,1,
33,33,,,246101124610283+1866022+1,246101124610283+1866355+1,1,
33,33,,,246101124610284+1866022+1,246101124610284+1866355+1,1,
33,33,,,246104624610561+1866041+1,246104624610561+1866364+1,1,
33,33,,,246106124610633+1866041+1,246106124610633+1866364+1,1,
33,33,,,246103224610401+1866043+1,246103224610411+1866367+1,1,
33,33,,,246103224610402+1866043+1,246103224610412+1866367+1,1,
33,33,,,246103424610343+1866044+1,246103224610413+1866367+1,1,
33,33,,,246104124610413+1866045+1,246103224610413+1866367+1,1,
33,33,,,246101524611765+1866067+1,246101524611765+1866732+1,1,
33,33,,,246106124610632+1866068+1,246106124610632+1866733+1,1,
33,33,,,246106724610841+1866068+1,246106724610841+1866733+1,1,
33,33,,,246108924610913+1866068+1,246108924610913+1866733+1,1,
33,33,,,246100424610052+1866076+1,246100424610052+1866890+1,1,
33,33,,,246101124610282+1866076+1,246101124610282+1866890+1,1,
33,33,,,246106124610633+1866076+1,246106124610633+1866890+1,1,
33,33,,,246106724610841+1866076+1,246106724610841+1866890+1,1,
33,33,,,246106724610843+1866076+1,246106724610843+1866890+1,1,
33,33,,,246100624610063+1866077+1,246100624610063+1866891+1,1,
33,33,,,246101124610281+1866091+1,246101124610281+1866986+0,1,
33,33,,,246106724610843+1866091+1,246106724610843+1866986+0,1,
33,33,,,246108924610912+1866091+1,246108924610912+1866986+0,1,
33,33,,,246100424610052+1866101+0,246100424610052+1867083+0,1,
33,33,,,246104624610561+1866101+0,246104624610561+1867083+0,1,
33,33,,,246109524611754+1866101+0,246109524611754+1867083+0,1,
33,33,,,246101124610282+1866118+0,246101124610282+1867275+0,1,
33,33,,,246101124610284+1866118+0,246101124610284+1867275+0,1,
33,33,,,246108924610912+1866118+0,246108924610912+1867275+0,1,
33,33,,,246108924610914+1866118+0,246108924610914+1867275+0,1,
33,33,,,246103924610412+1866121+0,246103924610402+1867277+0,1,
33,33,,,246106724610843+1866132+0,246106724610843+1867321+0,1,
33,33,,,246106724610844+1866132+0,246106724610844+1867321+0,1,
33,33,,,246108924610914+1866132+0,246108924610914+1867321+0,1,
33,33,,,246109524611751+1866132+0,246109524611751+1867321+0,1,
33,33,,,246109524611754+1866132+0,246109524611754+1867321+0,1,
33,33,,,246103224610411+1866134+0,246103224610341+1867323+0,1,
33,33,,,246103224610412+1866134+0,246103224610342+1867323+0,1,
33,33,,,246103624610435+1866149+0,246101524611765+1867333+0,1,
33,33,,,246104624610561+1866150+0,246104624610561+1867334+0,1,
33,33,,,246106724610842+1866150+0,246106724610842+1867334+0,1,
33,33,,,246106024610651+1871232+0,246106024610651+1871819+0,1,
33,33,,,246109424611717+1871246+0,246109424611717+1871827+0,1,
33,33,,,246105924610597+1871249+0,246105924610597+1871830+0,1,
33,33,,,246108724610877+1871249+0,246108724610877+1871830+0,1,
33,33,,,246105124610586+1871276+0,246105124610586+1871846+0,1,
33,33,,,246103724610446+1871277+0,246103724610446+1871847+0,1,
33,33,,,246105924610597+1871278+0,246105924610597+1871848+0,1,
33,33,,,246100324610037+1871301+0,246100324610037+1871859+0,1,
33,33,,,246109424611717+1871305+0,246109424611717+1871863+0,1,
33,33,,,246106024610651+1871339+0,246106024610651+1871881+0,1,
33,33,,,246100924610306+1871369+0,246100924610306+1871901+0,1,
33,33,,,246100724610074+1871403+0,246100724610074+1862724+0,1,
33,33,,,246100324610037+1871436+0,246100324610037+1871941+0,1,
33,33,,,246100724610074+1871437+0,246100724610074+1862994+0,1,
33,33,,,246108824610936+1871475+0,246108824610936+1871962+0,1,
33,33,,,246105124610586+1871510+0,246105124610586+1871980+0,1,
33,33,,,246108824610936+1871510+0,246108824610936+1871980+0,1,
33,33,,,246110024611776+1871510+0,246110024611776+1871980+0,1,
33,33,,,246100224610026+1871522+0,246100224610026+1871992+0,1,
33,33,,,246100924610306+1871543+0,246100924610306+1872001+0,1,
33,33,,,246103524610424+1871545+0,246103524610424+1872003+0,1,
33,33,,,246100224610026+1871557+0,246100224610026+1872015+0,1,
33,33,,,246100324610037+1871558+0,246100324610037+1872016+0,1,
33,33,,,246107224610866+1871563+0,246107224610866+1872021+0,1,
33,33,,,246108724610877+1871564+0,246108724610877+1872022+0,1,
33,33,,,246108724610877+1871581+0,246108724610877+1872039+0,1,
33,33,,,246100324610037+1871592+0,246100324610037+1872050+0,1,
33,33,,,246103724610446+1871596+0,246103724610446+1872054+0,1,
33,33,,,246105924610597+1871598+0,246105924610597+1872056+0,1,
33,33,,,246103524610424+1871613+0,246103524610424+1872063+0,1,
33,33,,,246107224610866+1871613+0,246107224610866+1872063+0,1,
33,33,,,246108824610936+1871613+0,246108824610936+1872063+0,1,
33,33,,,246105924610597+1871615+0,246105924610597+1872065+0,1,
33,33,,,246100324610037+1871642+0,246100324610037+1872076+0,1,
33,33,,,246106024610656+1871647+0,246106024610656+1872081+0,1,
33,33,,,246110024611776+1871647+0,246110024611776+1872081+0,1,
33,33,,,246100324610037+1871677+0,246100324610037+1872094+0,1,
33,33,,,246105124610586+1871682+0,246105124610586+1872099+0,1,
33,33,,,246106024610656+1871682+0,246106024610656+1872099+0,1,
33,33,,,246108724610877+1871684+0,246108724610877+1872101+0,1,
33,33,,,246106024610656+1871718+0,246106024610656+1872117+0,1,
33,33,,,246100724610084+1871744+0,246100724610074+1872131+0,1,
33,33,,,246106024610656+1871747+0,246106024610656+1872135+0,1,
33,33,,,246100324610037+1871769+0,246100324610037+1872148+0,1,
33,33,,,246100924610306+1871772+0,246100924610306+1872151+0,1,
33,33,,,246106624610807+1871773+0,246106624610807+1872152+0,1,
33,33,,,246107224610866+1871774+0,246107224610866+1872153+0,1,
68,68,,,246105024611765+1862884+1,246105024611765+1862467+0,1,
68,68,,,246101124610284+1863280+1,246101124610284+1862450+1,1,
68,68,,,246104624610561+1863280+1,246104624610561+1862450+1,1,
68,68,,,246104624610562+1863280+1,246104624610562+1862450+1,1,
68,68,,,246106724610842+1863280+1,246106724610842+1862450+1,1,
68,68,,,246108924610914+1863280+1,246108924610914+1862450+1,1,
68,68,,,246109524611752+1863280+1,246109524611752+1862450+1,1,
68,68,,,246103224610402+1863282+1,246103224610362+1862449+1,1,
68,68,,,246104624610562+1863331+1,246104624610562+1862465+0,1,
68,68,,,246109524611751+1863331+1,246109524611751+1862465+0,1,
68,68,,,246106024610656+1872887+0,246106024610656+1872210+0,1,
68,68,,,246108824610936+1872887+0,246108824610936+1872210+0,1,
68,68,,,246105924610597+1872918+0,246105924610597+1872228+0,1,
68,68,,,246100224610026+1872939+0,246100224610026+1872237+0,1,
68,68,,,246102424610527+1872943+0,246101024610527+1872241+0,1,
68,68,,,246106624610807+1872943+0,246106624610807+1872241+0,1,
68,68,,,246100324610037+1872971+0,246100324610037+1872255+0,1,
68,68,,,246105124610586+1872978+0,246105124610586+1872261+0,1,
68,68,,,246101524610295+1863279+1,246101524610295+1862452+1,1,
68,68,,,246103424610365+1863279+1,246103224610365+1862449+1,1,
68,68,,,246100424610051+1863280+1,246100424610051+1862450+1,1,
68,68,,,246101124610281+1863280+1,246101124610281+1862450+1,1,
68,68,,,246106124610634+1863280+1,246106124610634+1862450+1,1,
68,68,,,246106724610841+1863280+1,246106724610841+1862450+1,1,
68,68,,,246106724610843+1863280+1,246106724610843+1862450+1,1,
68,68,,,246109524611754+1863280+1,246109524611754+1862450+1,1,
68,68,,,246106124610632+1863331+1,246106124610632+1862465+0,1,
68,68,,,246108924610912+1863331+1,246108924610912+1862465+0,1,
68,68,,,246109524611753+1863331+1,246109524611753+1862465+0,1,
68,68,,,246109524611754+1863331+1,246109524611754+1862465+0,1,
68,68,,,246103724610446+1872886+0,246103724610446+1872209+0,1,
68,68,,,246106024610651+1872887+0,246106024610651+1872210+0,1,
68,68,,,246100924610096+1872912+0,246100924610306+1872224+0,1,
68,68,,,246101024610107+1872913+0,246101024610527+1872225+0,1,
68,68,,,246109424611717+1872913+0,246109424611717+1872225+0,1,
68,68,,,246106024610651+1872917+0,246106024610651+1872227+0,1,
68,68,,,246107224610866+1872917+0,246107224610866+1872227+0,1,
68,68,,,246108824610936+1872917+0,246108824610936+1872227+0,1,
68,68,,,246100324610037+1872940+0,246100324610037+1872238+0,1,
68,68,,,246100924610096+1872942+0,246100924610306+1872240+0,1,
68,68,,,246101624610166+1872944+0,246100924610306+1872240+0,1,
68,68,,,246101624610166+1872975+0,246100924610306+1872258+0,1,
68,68,,,246108824610936+1872978+0,246108824610936+1872261+0,1,
68,68,,,246108724610877+1872979+0,246108724610877+1872262+0,1,
68,68,,,246104324611765+1863279+1,246103924610435+1862449+1,1,
68,68,,,246104324611765+1863279+1,246105024611765+1862452+1,1,
68,68,,,246101124610283+1863280+1,246101124610283+1862450+1,1,
68,68,,,246109524611751+1863280+1,246109524611751+1862450+1,1,
68,68,,,246100624610063+1863281+1,246100624610063+1862451+1,1,
68,68,,,246103224610401+1863282+1,246103924610431+1862449+1,1,
68,68,,,246106724610843+1863331+1,246106724610843+1862465+0,1,
68,68,,,246101624610166+1872884+0,246100924610306+1872208+0,1,
68,68,,,246102424610527+1872913+0,246101024610527+1872225+0,1,
68,68,,,246102324610306+1872973+0,246100924610306+1872258+0,1,
68,68,,,246102424610527+1872974+0,246101024610527+1872259+0,1,
68,68,,,246107224610866+1872978+0,246107224610866+1872261+0,1,
68,68,,,246105924610597+1872979+0,246105924610597+1872262+0,1,
68,68,,,246100624610063+1862883+1,246100624610063+1862466+0,1,
68,68,,,246100124610015+1863279+1,246100124610015+1862449+1,1,
68,68,,,246104624610563+1863280+1,246104624610563+1862450+1,1,
68,68,,,246108924610912+1863280+1,246108924610912+1862450+1,1,
68,68,,,246103224610402+1863282+1,246103924610432+1862449+1,1,
68,68,,,246106724610841+1863331+1,246106724610841+1862465+0,1,
68,68,,,246109524611752+1863331+1,246109524611752+1862465+0,1,
68,68,,,246102324610306+1872882+0,246100924610306+1872208+0,1,
68,68,,,246108824610931+1872887+0,246108824610931+1872210+0,1,
68,68,,,246100224610026+1872909+0,246100224610026+1872220+0,1,
68,68,,,246101024610107+1872974+0,246101024610527+1872259+0,1,
68,68,,,246101724610177+1872976+0,246101024610527+1872259+0,1,
68,68,,,246103724610446+1872977+0,246103724610446+1872260+0,1,
68,68,,,246103424610363+1863279+1,246103224610363+1862449+1,1,
68,68,,,246103224610401+1863282+1,246103224610361+1862449+1,1,
68,68,,,246108924610914+1863331+1,246108924610914+1862465+0,1,
68,68,,,246107224610866+1872887+0,246107224610866+1872210+0,1,
68,68,,,246101624610166+1872914+0,246100924610306+1872224+0,1,
68,68,,,246108724610877+1872918+0,246108724610877+1872228+0,1,
68,68,,,246101024610107+1872943+0,246101024610527+1872241+0,1,
68,68,,,246108724610877+1872948+0,246108724610877+1872244+0,1,
68,68,,,246109424611717+1872974+0,246109424611717+1872259+0,1,
68,68,,,246110024611776+1872978+0,246110024611776+1872261+0,1,
68,68,,,246103624610435+1862882+1,246103924610435+1862464+0,1,
68,68,,,246109524611753+1863280+1,246109524611753+1862450+1,1,
68,68,,,246100424610051+1863331+1,246100424610051+1862465+0,1,
68,68,,,246104624610563+1863331+1,246104624610563+1862465+0,1,
68,68,,,246104624610564+1863331+1,246104624610564+1862465+0,1,
68,68,,,246106724610842+1863331+1,246106724610842+1862465+0,1,
68,68,,,246108924610913+1863331+1,246108924610913+1862465+0,1,
68,68,,,246100924610096+1872882+0,246100924610306+1872208+0,1,
68,68,,,246105124610586+1872887+0,246105124610586+1872210+0,1,
68,68,,,246110024611776+1872887+0,246110024611776+1872210+0,1,
68,68,,,246100324610037+1872910+0,246100324610037+1872221+0,1,
68,68,,,246102324610306+1872912+0,246100924610306+1872224+0,1,
68,68,,,246109424611717+1872943+0,246109424611717+1872241+0,1,
68,68,,,246105124610866+1872947+0,246105124610586+1872243+0,1,
68,68,,,246105124610866+1872947+0,246106024610656+1872243+0,1,
68,68,,,246108824610931+1872947+0,246108824610931+1872243+0,1,
68,68,,,246100224610026+1872970+0,246100224610026+1872254+0,1,
68,68,,,246100924610096+1872973+0,246100924610306+1872258+0,1,
68,68,,,246106624610807+1872974+0,246106624610807+1872259+0,1,
68,68,,,246106024610656+1872978+0,246106024610656+1872261+0,1,
68,68,,,246103624610435+1862882+1,246103224610365+1862464+0,1,
68,68,,,246101524610295+1862884+1,246101524610295+1862467+0,1,
68,68,,,246101124610282+1863280+1,246101124610282+1862450+1,1,
68,68,,,246104624610564+1863280+1,246104624610564+1862450+1,1,
68,68,,,246106724610844+1863280+1,246106724610844+1862450+1,1,
68,68,,,246108924610913+1863280+1,246108924610913+1862450+1,1,
68,68,,,246101124610282+1863331+1,246101124610282+1862465+0,1,
68,68,,,246101124610283+1863331+1,246101124610283+1862465+0,1,
68,68,,,246101124610284+1863331+1,246101124610284+1862465+0,1,
68,68,,,246106124610633+1863331+1,246106124610633+1862465+0,1,
68,68,,,246106624610807+1872913+0,246106624610807+1872225+0,1,
68,68,,,246101724610177+1872915+0,246101024610527+1872225+0,1,
68,68,,,246103724610446+1872916+0,246103724610446+1872226+0,1,
68,68,,,246106024610656+1872917+0,246106024610656+1872227+0,1,
68,68,,,246102324610306+1872942+0,246100924610306+1872240+0,1,
68,68,,,246101724610177+1872945+0,246101024610527+1872241+0,1,
68,68,,,246103724610446+1872946+0,246103724610446+1872242+0,1,
68,68,,,246105124610866+1872947+0,246107224610866+1872243+0,1,
68,68,,,246108824610936+1872947+0,246108824610936+1872243+0,1,
68,68,,,246110024611776+1872947+0,246110024611776+1872243+0,1,
68,68,,,246105924610597+1872948+0,246105924610597+1872244+0,1,
68,68,,,246100124610015+1862882+1,246100124610015+1862464+0,1,
